Actor1,Actor10,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
Winona Ryder,,Christian Slater,Shannen Doherty,,,,,,,"Winona Ryder, Christian Slater, Shannen Doherty",3 wins & 11 nominations total,"$1,108,462 ",United States,N/A,Michael Lehmann,"Comedy, Crime",English,72,"A regular girl, Veronica, tries to survive the social jungle of high school by sticking with the three most popular girls at school who are all called Heather. As she meets a sociopath named JD, her life spirals into a continuous cycle of hate, unintentional murder and indifference, as she exacts revenge on her enemies, also known as her best friends.",https://m.media-amazon.com/images/M/MV5BYzY2ODdmZDItMzQ4MS00ZDczLWIyZmItNDljYmMwZjQ2NGU3XkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",31-Mar-89,TRUE,103 min,Heathers,movie,N/A,Daniel Waters,1989,tt0097493,7.1,"124,746"
Taraji P. Henson,,Octavia Spencer,Janelle Monáe,,,,,,,"Taraji P. Henson, Octavia Spencer, Janelle Monáe",Nominated for 3 Oscars. 37 wins & 94 nominations total,"$169,607,287 ",United States,N/A,Theodore Melfi,"Biography, Drama, History",English,74,"As the United States raced against Russia to put a man in space, NASA found untapped talent in a group of African-American female mathematicians that served as the brains behind one of the greatest operations in U.S. history. Based on the unbelievably true life stories of three of these women, known as ""human computers"", we follow these women as they quickly rose the ranks of NASA alongside many of history's greatest minds specifically tasked with calculating the momentous launch of astronaut John Glenn into orbit, and guaranteeing his safe return. Dorothy Vaughan, Mary Jackson, and Katherine Gobels Johnson crossed all gender, race, and professional lines while their brilliance and desire to dream big, beyond anything ever accomplished before by the human race, firmly cemented them in U.S. history as true American heroes.",https://m.media-amazon.com/images/M/MV5BY2RhNDRhNzctZTllMy00NTc2LWJjZmUtMzg3MTNiNjhhODMxXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",6-Jan-17,TRUE,127 min,Hidden Figures,movie,N/A,"Allison Schroeder, Theodore Melfi, Margot Lee Shetterly",2016,tt4846340,7.8,"278,285"
Holly Hunter,,Anne Bancroft,Robert Downey Jr.,,,,,,,"Holly Hunter, Anne Bancroft, Robert Downey Jr.",2 nominations total,"$17,519,169 ",United States,N/A,Jodie Foster,"Comedy, Drama, Romance",English,57,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",https://m.media-amazon.com/images/M/MV5BMDI1ZmZhMDQtMDZkMC00M2VlLWJjZDMtYmEyMWRiMDIwZGJiXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3-Nov-95,TRUE,103 min,Home for the Holidays,movie,N/A,"Chris Radant, W.D. Richter",1995,tt0113321,6.6,"15,337"
Dustin Hoffman,,Robin Williams,Julia Roberts,,,,,,,"Dustin Hoffman, Robin Williams, Julia Roberts",Nominated for 5 Oscars. 6 wins & 24 nominations total,"$119,654,823 ",United States,N/A,Steven Spielberg,"Adventure, Comedy, Family",English,52,"Peter Pan (Robin Williams) has grown up to be a cut-throat merger and acquisitions lawyer, and is married to Wendy's (Dame Maggie Smith's) granddaughter, Moira (Caroline Goodall). Captain James Hook (Dustin Hoffman) kidnaps his children, Jack (Charlie Korsmo) and Maggie (Amber Scott), and Peter returns to Neverland with Tinkerbell (Julia Roberts). With the help of her and the Lost Boys, he must remember how to be Peter Pan again in order to save his children by battling with Captain Hook once again.",https://m.media-amazon.com/images/M/MV5BOTU0ZTU3MGUtOTQwNi00N2QzLWFmMDUtZDgxMGJlNGI5NDllXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",11-Dec-91,TRUE,142 min,Hook,movie,N/A,"J.M. Barrie, James V. Hart, Nick Castle",1991,tt0102057,6.8,"286,878"
Jay Baruchel,,Gerard Butler,Christopher Mintz-Plasse,,,,,,,"Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse",Nominated for 2 Oscars. 25 wins & 63 nominations total,"$217,581,231 ","United Kingdom, France, United States",N/A,"Dean DeBlois, Chris Sanders","Animation, Action, Adventure",English,75,"Long ago up North on the Island of Berk, the young Viking, Hiccup, wants to join his town's fight against the dragons that continually raid their town. However, his macho father and village leader, Stoik the Vast, will not allow his small, clumsy, but inventive son to do so. Regardless, Hiccup ventures out into battle and downs a mysterious Night Fury dragon with his invention, but can't bring himself to kill it. Instead, Hiccup and the dragon, whom he dubs Toothless, begin a friendship that would open up both their worlds as the observant boy learns that his people have misjudged the species. But even as the two each take flight in their own way, they find that they must fight the destructive ignorance plaguing their world.",https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",26-Mar-10,TRUE,98 min,How to Train Your Dragon,movie,N/A,"William Davies, Dean DeBlois, Chris Sanders",2010,tt0892769,8.1,"868,640"
Alex Pettyfer,,Timothy Olyphant,Dianna Agron,,,,,,,"Alex Pettyfer, Timothy Olyphant, Dianna Agron",1 win & 1 nomination total,"$55,100,437 ","United States, India",N/A,D.J. Caruso,"Action, Adventure, Sci-Fi","English, French",36,"Extraordinary teen John Smith (Pettyfer) is a fugitive on the run from ruthless enemies sent to destroy him. Changing his identity, moving from town to town with his guardian Henri (Olyphant), John is always the new kid with no ties to his past. In the small Ohio town he now calls home, John encounters unexpected, life-changing events - his first love (Agron), powerful new abilities and a connection to the others who share his incredible destiny.",https://m.media-amazon.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",18-Feb-11,TRUE,111 min,I Am Number Four,movie,N/A,"Alfred Gough, Miles Millar, Marti Noxon",2011,tt1464540,6.1,"252,012"
Paul Rudd,,Jason Segel,Rashida Jones,,,,,,,"Paul Rudd, Jason Segel, Rashida Jones",1 win & 8 nominations total,"$71,440,011 ",United States,N/A,John Hamburg,"Comedy, Romance",English,70,"Peter Klaven's world revolves around his real estate work and Zooey, his soon-to-be fiancée. After he pops the question, she calls her best friends and they go into wedding planning mode. Peter has no male friends and that poses problems: will he turn out to be a clingy guy, and who will be his best man? Zooey, her friends, and Peter's brother Robbie offer help that results in awkward moments. Then, at an open house Peter's hosting, he meets Sydney, an amiable, low-key guy. They trade business cards, and Peter calls him to meet for drinks. A friendship develops that's great at first but then threatens Peter's engagement and career. Can guys be friends and couples be in love?",https://m.media-amazon.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",20-Mar-09,TRUE,105 min,"I Love You, Man",movie,N/A,"John Hamburg, Larry Levin",2009,tt1155056,7,"223,767"
Will Smith,,Bridget Moynahan,Bruce Greenwood,,,,,,,"Will Smith, Bridget Moynahan, Bruce Greenwood",Nominated for 1 Oscar. 1 win & 15 nominations total,"$144,801,023 ","United States, Germany",8-Jun-04,Alex Proyas,"Action, Mystery, Sci-Fi",English,59,"In 2035, techno-phobic homicide detective Del Spooner of the Chicago PD heads the investigation of the apparent suicide of leading robotics scientist, Dr. Alfred Lanning. Unconvinced of the motive, Spooner's investigation into Lanning's death reveals a trail of secrets and agendas within the USR (United States Robotics) corporation and suspicions of murder. Little does he know that his investigation would lead to uncovering a larger threat to humanity.",https://m.media-amazon.com/images/M/MV5BZDdhNTY3YTgtYmQwMC00MjM1LTgzYzMtMGM1N2E0NWM1NDlkXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",16-Jul-04,TRUE,115 min,"I, Robot",movie,N/A,"Jeff Vintar, Akiva Goldsman, Isaac Asimov",2004,tt0343818,7.1,"604,115"
Denzel Washington,,Clive Owen,Jodie Foster,,,,,,,"Denzel Washington, Clive Owen, Jodie Foster",5 wins & 12 nominations total,"$88,513,495 ",United States,N/A,Spike Lee,"Crime, Drama, Mystery","English, Albanian, Spanish, Polish",76,"Composed and meticulous, the soft-spoken and ingenious bank robber, Dalton Russell, has orchestrated the perfect heist--shortly, the Manhattan bank at the corner of Wall Street and Broadway along with dozens of hostages will be his to command. Try as he might, the rough hostage negotiator, Keith Frazier, is always one step behind the criminal mastermind--and what is more disheartening--the institution's silver-haired founder, Arthur Case, recruits the intelligent problem-fixer, Madeline White, to retrieve something of paramount importance. However, the thieves seem to procrastinate intentionally, when they should be rushing into action. Will Arthur and Madeline get what they want this time?",https://m.media-amazon.com/images/M/MV5BZWFmMDZkYjktMjYyOS00MTM2LTg2MmQtOTUwMzJjMDlhZDY1XkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",24-Mar-06,TRUE,129 min,Inside Man,movie,N/A,Russell Gewirtz,2006,tt0454848,7.6,"420,615"
Roy Scheider,,Robert Shaw,Richard Dreyfuss,,,,,,,"Roy Scheider, Robert Shaw, Richard Dreyfuss",Won 3 Oscars. 16 wins & 20 nominations total,"$280,083,300 ",United States,N/A,Steven Spielberg,"Adventure, Horror, Thriller",English,87,"It's a hot summer on Amity Island, a small community whose main business is its beaches. When new Sheriff Martin Brody discovers the remains of a shark attack victim, his first inclination is to close the beaches to swimmers. This doesn't sit well with Mayor Larry Vaughn and several of the local businessmen. Brody backs down to his regret as that weekend a young boy is killed by the predator. The dead boy's mother puts out a bounty on the shark and Amity is soon swamped with amateur hunters and fisherman hoping to cash in on the reward. A local fisherman with much experience hunting sharks, Quint, offers to hunt down the creature for a hefty fee. Soon Quint, Brody and Matt Hooper from the Oceanographic Institute are at sea hunting the Great White shark. As Brody succinctly surmises after their first encounter with the creature, they're going to need a bigger boat.",https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",20-Jun-75,TRUE,124 min,Jaws,movie,N/A,"Peter Benchley, Carl Gottlieb",1975,tt0073195,8.1,"726,762"
Rachael Leigh Cook,,Tara Reid,Rosario Dawson,,,,,,,"Rachael Leigh Cook, Tara Reid, Rosario Dawson",5 nominations total,"$14,271,015 ","United States, Canada",N/A,"Harry Elfont, Deborah Kaplan","Comedy, Music",English,47,"For years, the record industries have inserted subliminal messages into music so that they can turn teenagers into brain dead zombies who do nothing but buy, buy, buy. And whenever the musician or band finds out the truth, the record company silences them to keep the truth from coming out. When the hot boy band DuJour discovers this, their manager, Wyatt Frame, under his evil, corrupt boss, Fiona, has the plane they are flying in crashed and him looking for a new band to use for their evil schemes. Enter Josie, the ditsy Melody, and the tough Valerie, from Josie and the Pussycats, a small band who wants to make it to the big time. When they are discovered by Wyatt, they give in and become big rock stars. But will they find out that they are just pawns for the record industry or will fame take them over?",https://m.media-amazon.com/images/M/MV5BNjQxZDlmNjUtM2RjMS00MWYwLWJhNjYtNGJhNzg2YWVmMzQwXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",11-Apr-01,TRUE,98 min,Josie and the Pussycats,movie,N/A,"Deborah Kaplan, Harry Elfont, Richard Goldwater",2001,tt0236348,5.7,"26,253"
Elliot Page,,Michael Cera,Jennifer Garner,,,,,,,"Elliot Page, Michael Cera, Jennifer Garner",Won 1 Oscar. 90 wins & 101 nominations total,"$143,495,265 ","United States, Canada",N/A,Jason Reitman,"Comedy, Drama","English, Spanish",81,"A tale told over four seasons, starting in autumn when Juno, a 16-year-old high-school junior in Minnesota, discovers she's pregnant after one event in a chair with her best friend, Bleeker. In the waiting room of an abortion clinic, the quirky and whip-sharp Juno decides to give birth and to place the child with an adoptive couple. She finds one in the PennySaver personals, contacts them, tells her dad and step-mother, and carries on with school. The chosen parents, upscale yuppies (one of whom is cool and laid back, the other meticulous and uptight), meet Juno, sign papers, and the year unfolds. Will Juno's plan work, can she improvise, and what about Bleeker?",https://m.media-amazon.com/images/M/MV5BMTIwMDgwODc5Nl5BMl5BanBnXkFtZTYwMjQzMDM4._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",25-Dec-07,TRUE,96 min,Juno,movie,N/A,Diablo Cody,2007,tt0467406,7.4,"566,848"
Minami Takayama,,Rei Sakuma,Mieko Nobusawa,,,,,,,"Minami Takayama, Rei Sakuma, Mieko Nobusawa",4 wins total,"$1,004,057 ",Japan,8-May-07,Hayao Miyazaki,"Animation, Family, Fantasy","Japanese, English",85,"This is the story of a young witch, named Kiki who is now 13 years old. But she is still a little green and plenty headstrong, but also resourceful, imaginative, and determined. With her trusty wisp of a talking cat named Jiji by her side she's ready to take on the world, or at least the quaintly European seaside village she's chosen as her new home.",https://m.media-amazon.com/images/M/MV5BOTFhYWI1NGUtZWFhZS00MTdkLWIzZTItMDBhNWNiZDNlMjYyXkEyXkFqcGc@._V1_SX300.jpg,N/A,G,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Metacritic', 'Value': '85/100'}]",20-Dec-90,TRUE,103 min,Kiki's Delivery Service,movie,N/A,"Eiko Kadono, Hayao Miyazaki",1989,tt0097814,7.8,"184,262"
Naomi Watts,,Jack Black,Adrien Brody,,,,,,,"Naomi Watts, Jack Black, Adrien Brody",Won 3 Oscars. 47 wins & 104 nominations total,"$218,080,025 ","United States, New Zealand, Germany",N/A,Peter Jackson,"Action, Adventure, Romance",English,81,"Carl Denham needs to finish his movie and has the perfect location; Skull Island. But he still needs to find a leading lady. This 'soon-to-be-unfortunate' soul is Ann Darrow. No one knows what they will encounter on this island and why it is so mysterious, but once they reach it, they will soon find out. Living on this hidden island is a giant gorilla and this beast now has Ann is its grasps. Carl and Ann's new love, Jack Driscoll must travel through the jungle looking for Kong and Ann, whilst avoiding all sorts of creatures and beasts. But Carl has another plan in mind.",https://m.media-amazon.com/images/M/MV5BMWY0NWE0ZjUtNjRlOS00ZDViLTgxNTQtMGMwN2FhNDY1YTg2XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",14-Dec-05,TRUE,187 min,King Kong,movie,N/A,"Fran Walsh, Philippa Boyens, Peter Jackson",2005,tt0360717,7.2,"465,049"
